REPORTING_DATE,PARTNER_ID,LOAN_ID,PRODUCT,STATUS,SEGMENT,EXPOSURE_DRAWN,EXPOSURE_UNDRAWN,EXPOSURE,EAD,EAD_COLL,PD,LGD,SIZE,MATURITY,F_MORTGAGE,F_REVOLVING,F_LARGE_FIN,RW,RWA
2022-12-31,iflfg235bw2452,9993249666wupg54,MORTGAGE,Performing,Retail,56445.63716,0.0,56445.63716,57573.30126,34833.91869,0.0098668,0.10845712,44.9952041,5.0,Y,N,N,0.142806571,8221.845747
2022-12-31,ocoii393bp8387,8211443964xqoh24,CREDIT_CARD,Performing,Retail,4.328146475,9575.545299,9579.873446,5630.918564,0.0,0.0135603,0.3092,44.9952041,1.33424658,N,Y,N,0.158011424,889.7494624
2022-12-31,nfumr236ba5524,5977487597xilc82,MORTGAGE,Performing,Retail,24036.39975,0.0,24036.39975,24516.89104,24516.89104,0.00121,0.0,44.9952041,4.55068493,Y,N,N,0.0,0.0
2022-12-31,bksjx812kx4632,1652157715unvt71,CREDIT_CARD,Performing,Retail,0.047877726,3830.21812,3830.265997,1565.458023,0.0,0.00121,0.549,0.026686584,1.0,N,N,N,0.165787636,259.5335847
2022-12-31,jynwz860rf7820,2200896877kpqh72,CREDIT_CARD,Performing,Retail,1941.240723,0.555381627,1941.796105,1959.338504,0.0,0.0682639,0.3092,44.9952041,1.0,N,Y,N,0.486724285,953.6576331
2022-12-31,deoni482wa7464,8610960852oxgy50,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.49863014,N,Y,N,0.023115172,26.17128576
2022-12-31,ktkda638ji4557,6905715067nhta19,CREDIT_CARD,Performing,Retail,1.216094253,1915.10906,1916.325154,1133.42857,0.0,0.022581,0.3092,44.9952041,1.0,N,Y,N,0.230041829,260.7359817
2022-12-31,uawif424nf9573,2507309957ifvm41,INVESTMENT,Performing,Corporate,25088.77133,0.0,25088.77133,25131.35378,25131.35378,0.0058159,0.0,0.123770567,3.63013699,N,N,N,0.0,0.0
2022-12-31,fmieg839eb8312,7456278868xjwo93,DEBIT_CARD,Performing,Retail,1879.047556,41.42380896,1920.471365,1929.232989,0.0,0.0069273,0.3092,44.9952041,2.5,N,Y,N,0.094477906,182.269893
2022-12-31,srtaf294tn8057,3999588146jjaa74,CREDIT_CARD,Performing,Retail,36.50197868,9575.545299,9612.047278,5663.092396,0.0,0.0200087,0.3092,1.217000602,1.0,N,Y,N,0.210723237,1193.345162
2022-12-31,vnrro895hx4185,5326800432hiyl44,REVOLVING,Performing,Retail,6470.540678,0.0,6470.540678,6513.123128,0.0,0.0514766,0.631,0.035888859,1.0,N,N,N,0.989978984,6447.855015
2022-12-31,ostrq279jo1845,7803053082ftxu12,DEBIT_CARD,Performing,Retail,291.1540304,1624.874282,1916.028312,1252.672836,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,28.95574766
2022-12-31,albom828kq9940,5218192143lfyr75,CREDIT_CARD,Performing,Retail,661.9861732,10846.59361,11508.57978,6672.105907,0.0,0.0129539,0.3092,44.9952041,1.0,N,Y,N,0.152671121,1018.637891
2022-12-31,awebf318gd1734,1314481673oujd78,CREDIT_CARD,Performing,Retail,1764.552761,163.4162561,1927.969017,1862.366956,0.0,0.0057822,0.3092,44.9952041,1.58082192,N,Y,N,0.082013693,152.7395925
2022-12-31,zrlyu167ur7931,7229610458pyta11,CREDIT_CARD,Performing,Retail,0.0,4787.77265,4787.77265,1967.295782,0.0,0.00121,0.549,0.262724891,1.66575342,N,N,N,0.165787636,326.1533167
2022-12-31,swtgf409ec2870,3069149868qmcq29,MORTGAGE,Performing,Retail,43765.12555,0.0,43765.12555,44639.13344,35725.67007,0.1014862,0.054831643,44.9952041,5.0,Y,N,N,0.265572645,11854.93272
2022-12-31,rzkre793tg9527,7154236121axts15,DEBIT_CARD,Performing,Retail,0.028726636,1340.576342,1340.605069,1076.913702,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,24.8930451
2022-12-31,yznvc289ti7273,2423984178hvlq24,DEBIT_CARD,Performing,Retail,1.60869161,1244.820889,1246.429581,1001.573312,0.0,0.0026162,0.3092,44.9952041,2.5,N,Y,N,0.043516624,43.58508898
2022-12-31,xcauk692bo3246,2515189015iuun29,MORTGAGE,Performing,Retail,112921.5905,0.0,112921.5905,115174.4195,71200.52789,0.00121,0.158829877,44.9952041,5.0,Y,N,N,0.046273218,5329.490967
2022-12-31,tfqya747rl9466,9456131359wkyr38,CREDIT_CARD,Performing,Retail,1766.850892,1148.864349,2915.715241,2281.49815,0.0,0.0762898,0.549,0.03358829,1.0,N,N,N,0.909996527,2076.155393
2022-12-31,bbuvj185ax2572,4547476510vsec17,MORTGAGE,Performing,Retail,44451.7496,0.0,44451.7496,45339.13453,33254.77721,0.0067618,0.091207455,44.9952041,5.0,Y,N,N,0.092984452,4215.834573
2022-12-31,rxhum334zr3447,6312201522dnuc49,DEBIT_CARD,Performing,Retail,662.1489574,1255.047571,1917.196529,1539.527447,0.0,0.0154955,0.3092,44.9952041,2.5,N,Y,N,0.174567934,268.7521251
2022-12-31,hpkhn349wx7125,1772967111tvaz53,MORTGAGE,Performing,Retail,116673.4998,0.0,116673.4998,119004.1492,71479.20498,0.0078275,0.166131828,44.9952041,5.0,Y,N,N,0.187196019,22277.10293
2022-12-31,errug694ue6858,9562429994rlrv69,CONSUMER,Performing,Retail,4941.259065,0.0,4941.259065,4944.715837,0.0,0.00121,0.2218,44.9952041,1.62465753,N,N,N,0.066979413,331.1941633
2022-12-31,xqyby142hw4608,3394194360jlrg40,CREDIT_CARD,Performing,Retail,2522.275236,2.307706417,2524.582943,2559.064481,0.0,0.0407896,0.4248,44.9952041,1.08767123,N,Y,N,0.478203332,1223.753161
2022-12-31,decqq932if7048,9882272423fevd88,INVESTMENT,Performing,Retail,148283.3324,0.0,148283.3324,150358.3818,150358.3818,0.0074694,0.15,0.070397382,5.0,Y,N,N,0.163713859,24615.75091
2022-12-31,gqqbg523mw7653,2484503715xiaj50,CREDIT_CARD,Performing,Retail,0.0,4787.77265,4787.77265,2830.53119,0.0,0.00121,0.3092,44.9952041,1.49589041,N,Y,N,0.023115172,65.42821439
2022-12-31,phxps279wx5020,4186246335dfgm53,DEBIT_CARD,Performing,Retail,2443.018448,6.444341986,2449.46279,2481.272751,0.0,0.0866548,0.4248,44.9952041,2.5,N,Y,N,0.772758704,1917.425115
2022-12-31,xaqfl296sj9843,2851857831agqr39,MORTGAGE,Non Performing,Retail,22525.91493,0.0,22525.91493,22525.91493,22525.91493,1.0,0.0,44.9952041,1.0,Y,N,N,0.0,0.0
2022-12-31,hnurr849wf2200,3962698958lums93,DEBIT_CARD,Performing,Retail,0.0,2681.152684,2681.152684,1583.22066,0.0,0.0244921,0.3092,44.9952041,2.5,N,Y,N,0.243876252,386.1099212
2022-12-31,ypuzo626kq3268,7501244638quum16,CREDIT_CARD,Performing,Retail,6.511370803,5612.188798,5618.700168,3324.476119,0.0,0.0036487,0.3092,44.9952041,1.66575342,N,Y,N,0.05690089,189.1656484
2022-12-31,nwrxg502mf6131,8258669007bndc95,MORTGAGE,Performing,Retail,85937.20592,0.0,85937.20592,87655.1162,50778.56134,0.0072986,0.175011425,44.9952041,5.0,Y,N,N,0.188017871,16480.72836
2022-12-31,dninx621xv9731,1439964799kgeq68,CREDIT_CARD,Performing,Corporate,5141.569897,4578.250143,9719.82004,7061.256068,0.0,0.0156611,0.7026,2.345659392,1.41369863,N,N,N,1.196209223,8446.739634
2022-12-31,dgqmq760uz1853,9914527962ahjo71,MORTGAGE,Performing,Retail,8234.959382,0.0,8234.959382,8399.323617,8220.634366,0.0123792,0.005841907,44.9952041,1.94794521,Y,N,N,0.008930954,75.01397503
2022-12-31,fspdv144ht5764,9455867326qqwv91,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.0027835,0.3092,44.9952041,1.49315068,N,Y,N,0.045757255,51.80693545
2022-12-31,ecack591nm4225,3016801530naam80,MORTGAGE,Performing,Retail,159115.8212,0.0,159115.8212,162294.1937,98756.48634,0.0017715,0.162862797,44.9952041,5.0,Y,N,N,0.063279732,10269.93314
2022-12-31,nkjuf599pc6781,5312818734nqsb27,INVESTMENT,Performing,Retail,15412.90304,0.0,15412.90304,15439.07301,0.0,0.007289,0.5753,0.599528086,1.0,N,N,N,0.535791768,8272.128218
2022-12-31,eqgpw244ya5835,1482632743pjuq79,CREDIT_CARD,Performing,Retail,1889.149757,52.16757079,1941.317327,1943.481401,0.0,0.1080298,0.3092,44.9952041,1.58082192,N,Y,N,0.638016304,1239.972821
2022-12-31,vpofr624ip6360,4844647912aong45,MORTGAGE,Performing,Retail,24861.57237,0.0,24861.57237,25357.56646,16441.61345,0.2029186,0.096551879,44.9952041,5.0,Y,N,N,0.577265978,14638.0604
2022-12-31,doxtk635jl5491,8641329843gzlo25,REVOLVING,Performing,Retail,19155.88795,24896.41778,44052.30572,36213.59198,0.0,0.0159601,0.631,0.05705409,1.0,N,N,N,0.809126358,29301.3718
2022-12-31,cwaqk740ob2560,2258288911zxlx10,DEBIT_CARD,Non Performing,Retail,28.54470054,1407.921152,1436.465853,1149.668695,0.0,1.0,0.3157,44.9952041,2.5,N,Y,N,0.07500229,86.22778542
2022-12-31,yjbyi943oj5699,5969368742ifgb52,CREDIT_CARD,Performing,Retail,968.3174428,2.164073238,970.4815161,994.3341994,0.0,0.2164937,0.3092,44.9952041,1.41369863,N,Y,N,0.88583517,880.8162041
2022-12-31,syjho407ge2202,6312656269zdky94,CREDIT_CARD,Performing,Retail,2.518368414,2872.66359,2875.181958,1700.837083,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,39.31514115
2022-12-31,xbzmd301ol7560,3618429815afxc16,CREDIT_CARD,Performing,Retail,1516.977037,419.2556754,1936.232713,1720.304166,0.0,0.0269428,0.549,0.098924431,1.0,N,N,N,0.798252231,1373.236639
2022-12-31,vzkah667hw5846,1851285872eypk20,CREDIT_CARD,Performing,Corporate,0.0,3830.21812,3830.21812,1565.410146,0.0,0.0022528,0.549,44.9952041,1.0,N,N,N,0.409196683,640.5606391
2022-12-31,hldgi806xl9265,4630758751hwch30,CREDIT_CARD,Performing,Retail,3729.59829,153.1704226,3882.768712,3835.522972,0.0,0.013719,0.4248,44.9952041,1.16438356,N,Y,N,0.218989746,839.9402026
2022-12-31,wrcru459aw9516,7571689523iksx77,DEBIT_CARD,Performing,Retail,576.2084384,869.7755062,1445.983945,1065.078328,0.0,0.0154955,0.3092,44.9952041,2.5,N,Y,N,0.174567934,185.9285229
2022-12-31,ggleu257ry1036,8492208755dbfl14,MORTGAGE,Performing,Retail,202176.2441,0.0,202176.2441,206212.2024,117859.4024,0.0030969,0.178237584,44.9952041,5.0,Y,N,N,0.104557707,21561.07512
2022-12-31,oicsb630ib2308,7656058466ntgl11,CREDIT_CARD,Performing,Retail,0.0,9364.069381,9364.069381,3847.69349,0.0,0.00121,0.549,44.9952041,1.0,N,N,N,0.165787636,637.9000072
2022-12-31,dlztm695pu2654,4752517206qbuw19,MORTGAGE,Performing,Retail,107771.1153,0.0,107771.1153,109920.7774,80156.16196,0.0037123,0.112645492,44.9952041,5.0,Y,N,N,0.07531952,8279.180156
2022-12-31,vembn428wi4581,7160549174uoxg83,MORTGAGE,Performing,Retail,45872.19556,0.0,45872.19556,46787.68472,46476.97743,0.033202,0.002272479,44.9952041,5.0,Y,N,N,0.006352574,297.2222259
2022-12-31,xekbr267le2912,8993322299dfun34,MORTGAGE,Performing,Retail,29558.76036,0.0,29558.76036,30147.6564,28610.25472,0.0037123,0.014003427,44.9952041,5.0,Y,N,N,0.009363281,282.2809755
2022-12-31,jgifj720tu4775,6674760563vhut13,REVOLVING,Performing,Corporate,191579.2083,0.0,191579.2083,194260.361,0.0,0.0074159,0.631,6.241901789,1.0,N,N,N,0.752644825,146209.0555
2022-12-31,aoohr550sq5035,8903178147sxhz78,REVOLVING,Performing,Retail,57435.46128,0.0,57435.46128,58238.44736,0.0,0.001764,0.631,0.100764888,1.0,N,N,N,0.248590724,14477.53777
2022-12-31,uquvi878ie1214,1248971600vtzo80,MORTGAGE,Performing,Retail,81747.04305,0.0,81747.04305,83377.86375,44773.20065,0.0434628,0.192611553,44.9952041,5.0,Y,N,N,0.624641302,52081.25735
2022-12-31,ibnjg651lu8186,2065449963wzbc17,DEBIT_CARD,Performing,Retail,3.159929949,1915.10906,1918.26899,1541.567038,0.0,0.0051142,0.3092,44.9952041,2.5,N,Y,N,0.074447599,114.7659641
2022-12-31,swein602ps1713,6896109155hzce60,MORTGAGE,Performing,Retail,17856.32367,0.0,17856.32367,18212.39032,17184.73322,0.0056956,0.015494651,44.9952041,5.0,Y,N,N,0.014026526,255.4565724
2022-12-31,wjomi910sy9042,5968386624dnjz46,DEBIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,1696.30785,1696.30785,0.0013309,0.0,44.9952041,2.5,N,N,N,0.0,0.0
2022-12-31,cuzjb699yh5355,1229519255ytba57,MORTGAGE,Performing,Retail,31690.19056,0.0,31690.19056,32322.76066,32322.76066,0.00348,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,jdplc734qm7535,6912637641aczp78,CREDIT_CARD,Performing,Retail,995.1672719,927.0564181,1922.22369,1403.23871,0.0,0.022194,0.549,0.280209208,1.58356164,N,N,N,0.768470355,1078.347349
2022-12-31,atcsg736gv3085,5380974329qqpr89,CREDIT_CARD,Performing,Retail,431.9049707,1295.264862,1727.169832,1200.66805,0.0,0.0937919,0.3092,44.9952041,1.0,N,Y,N,0.589042265,707.2442271
2022-12-31,phaba314rq8230,2839862921jbhm66,MORTGAGE,Performing,Retail,53979.9534,0.0,53979.9534,55057.75763,36608.1236,0.1605171,0.09201736,44.9952041,5.0,Y,N,N,0.520922711,28680.83636
2022-12-31,nhdnm167wi7968,6329666350nijo16,MORTGAGE,Performing,Retail,38374.57232,0.0,38374.57232,39140.48189,24244.40932,0.0065313,0.104507184,44.9952041,5.0,Y,N,N,0.104027914,4071.702665
2022-12-31,gqoog692ou5056,5663953500gfsc69,CREDIT_CARD,Performing,Retail,976.2268432,0.0,976.2268432,1001.372225,0.0,0.026424,0.3092,44.9952041,1.24657534,N,Y,N,0.257453336,257.8066203
2022-12-31,kevkw651et9384,9590192479jaoy52,DEBIT_CARD,Performing,Retail,964.8989732,0.0,964.8989732,989.7953909,0.0,0.186923,0.3092,44.9952041,2.5,N,Y,N,0.835885642,827.3557554
2022-12-31,tpywh837og4517,5075777574yqtw75,DEBIT_CARD,Performing,Retail,1361.556362,571.372788,1932.92915,1768.296799,0.0,0.0362563,0.3092,44.9952041,2.5,N,Y,N,0.321199892,567.9767416
2022-12-31,sbvlj336ni5057,2260322476cilp59,CONSUMER,Performing,Retail,1523.890581,0.0,1523.890581,1554.302513,0.0,0.0033168,0.2218,44.9952041,1.19726027,N,N,N,0.132448797,205.8654981
2022-12-31,gulnn613lp2168,3154366672njcc55,DEBIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,2307.610662,0.0,0.0126852,0.3092,44.9952041,2.5,N,Y,N,0.150279848,346.7873798
2022-12-31,tjgjc500wc8360,8565042649uary68,CREDIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,1698.318714,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,39.25692864
2022-12-31,lhdtu692pe6971,6175425906wsan57,MORTGAGE,Performing,Retail,21891.99468,0.0,21891.99468,22329.30984,19437.3228,0.0375752,0.035564899,44.9952041,5.0,Y,N,N,0.106550082,2379.189796
2022-12-31,yyirh836ge5448,4757316692mcra67,MORTGAGE,Performing,Retail,19939.66548,0.0,19939.66548,20337.2517,20125.41191,0.0056956,0.003564473,44.9952041,5.0,Y,N,N,0.003226737,65.62296692
2022-12-31,fcbgt149qq5996,5102108581duzv93,MORTGAGE,Performing,Retail,11232.45936,0.0,11232.45936,11456.88141,11456.88141,0.0091055,0.0,44.9952041,2.75342466,Y,N,N,0.0,0.0
2022-12-31,rpkhk547yp6579,2888447387zprq85,CREDIT_CARD,Performing,Retail,2211.663698,2613.740845,4825.404543,3299.81909,0.0,0.0014693,0.4248,44.9952041,1.0,N,Y,N,0.037290711,123.0526
2022-12-31,xditt825os7277,1520534102onjg20,MORTGAGE,Performing,Retail,99048.30108,0.0,99048.30108,101028.1313,55966.49603,0.02237,0.185548718,44.9952041,5.0,Y,N,N,0.411493548,41572.42423
2022-12-31,dmfnu320fc7691,2067401179pufr56,MORTGAGE,Performing,Retail,55683.91211,0.0,55683.91211,56796.96392,36041.49071,0.0243893,0.100347845,44.9952041,5.0,Y,N,N,0.234405549,13313.5235
2022-12-31,yeqnv337sk2236,8732197541tpxi17,INVESTMENT,Performing,Retail,20096.90551,0.0,20096.90551,20131.03275,20131.03275,0.0230051,0.15,0.070857494,3.47671233,Y,N,N,0.338325158,6810.834827
2022-12-31,gzyat156zb1928,8945789131dksd25,CREDIT_CARD,Performing,Retail,0.0,4787.77265,4787.77265,1967.295782,0.0,0.001791,0.549,0.244780462,1.41917808,N,N,N,0.218562537,429.9771565
2022-12-31,dthzd421tz1698,6875964177yrrf18,MORTGAGE,Performing,Retail,51221.43031,0.0,51221.43031,51651.10418,50560.64108,0.0098024,0.005797382,44.9952041,5.0,Y,N,N,0.007600259,392.561769
2022-12-31,bomca722ef6862,9525064348ihbo50,REVOLVING,Performing,Corporate,362164.7518,114906.5436,477071.2954,432062.182,432062.182,0.0030882,0.0,2.791969629,1.0,N,N,N,0.0,0.0
2022-12-31,qmmda394la3407,1470923252jxrc24,CREDIT_CARD,Performing,Retail,1444.193318,491.0435385,1935.236856,1676.457744,0.0,0.03245,0.549,0.010582611,1.0,N,N,N,0.820925777,1376.247377
2022-12-31,duryb483mw6659,9396656172vrdf63,DEBIT_CARD,Performing,Retail,114.3703131,1805.26798,1919.638293,1565.31439,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,36.18251085
2022-12-31,zahjn916la7275,8508896651nrah68,MORTGAGE,Performing,Retail,124953.493,0.0,124953.493,127448.9088,73940.79999,0.0021163,0.174653306,44.9952041,5.0,Y,N,N,0.077475987,9874.230046
2022-12-31,edyxb933fl7850,3096123835ygbn50,CREDIT_CARD,Performing,Retail,1261.463187,8330.398842,9591.862028,4655.333283,0.0,0.0068049,0.3092,0.415022507,1.0,N,Y,N,0.09317326,433.7525798
2022-12-31,bcjji172sv4993,1037664791ryce87,CREDIT_CARD,Performing,Retail,1640.606903,296.2865226,1936.893425,1807.049031,0.0,0.1061644,0.3092,44.9952041,1.16438356,N,Y,N,0.631885778,1141.848582
2022-12-31,pmubq788do5413,6712924559wqvu12,DEBIT_CARD,Performing,Retail,0.0,1723.598154,1723.598154,1384.566397,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,32.00448996
2022-12-31,dbsjk703ku1781,4178089882jipb85,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0014519,0.3092,2.017598351,2.5,N,Y,N,0.026877328,41.34827223
2022-12-31,fbwbi319hv8931,1105461279wgyw91,CREDIT_CARD,Performing,Retail,1141.740144,118.4399198,1260.180064,1198.245437,0.0,0.1194795,0.3092,44.9952041,1.0,N,Y,N,0.673905913,807.5046853
2022-12-31,umbyj118tg1088,1799923047ukby11,CREDIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,1698.318714,0.0,0.0018068,0.3092,44.9952041,1.13972603,N,Y,N,0.032176142,54.64534387
2022-12-31,ufzrz873sk7293,8666928886hxqu36,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,26.17128576
2022-12-31,ryauh641af5665,4861943530sskv43,CREDIT_CARD,Performing,Retail,2823.474014,1323.369087,4146.843101,3580.746438,0.0,0.0114545,0.4248,44.9952041,1.0,N,Y,N,0.191132187,684.3958987
2022-12-31,dciod949gz1017,3869952953emce41,CREDIT_CARD,Performing,Retail,3794.683271,1016.702673,4811.385944,4290.323071,0.0,0.00121,0.7026,0.13251273,1.0,N,N,N,0.212171936,910.2861528
2022-12-31,jjwzs830ho1944,8147337819bjqm81,MORTGAGE,Performing,Retail,84731.43411,0.0,84731.43411,86416.47154,84067.74349,0.0180532,0.0074634,44.9952041,5.0,Y,N,N,0.014510373,1253.935192
2022-12-31,jefhm765gc1640,9201151986ucpl53,MORTGAGE,Performing,Retail,60617.57777,0.0,60617.57777,61829.27685,60611.01852,0.003925,0.005410604,44.9952041,5.0,Y,N,N,0.003765143,232.796046
2022-12-31,olydj208dk2057,7255316639vevc80,CONSUMER,Performing,Retail,3536.26803,0.0,3536.26803,3538.728945,0.0,0.0025706,0.2218,44.9952041,1.61643836,N,N,N,0.112555274,398.3026048
2022-12-31,verny489wu8231,5690514028pjkl15,DEBIT_CARD,Performing,Retail,1465.077582,0.0,1465.077582,1478.569525,0.0,0.1020319,0.3092,44.9952041,2.5,N,Y,N,0.618005998,913.7648345
2022-12-31,lxwuy918ho8337,4626493954pqwh81,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0031621,0.3092,44.9952041,2.5,N,Y,N,0.050719429,78.02712981
2022-12-31,lzczi978yz7277,3112693003ejcw70,DEBIT_CARD,Performing,Retail,1917.081622,3.495074034,1920.576696,1946.871144,0.0,0.008238,0.3092,44.9952041,2.5,N,Y,N,0.1080819,210.4215331
2022-12-31,zufwi779ml5315,5361240771zbcj59,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0187417,0.3092,44.9952041,2.5,N,Y,N,0.200884544,309.0422106
2022-12-31,tpoxc697ej7907,2879884396bwkj10,MORTGAGE,Performing,Retail,39297.39635,0.0,39297.39635,40082.86875,22386.60033,0.0023223,0.121233721,44.9952041,5.0,Y,N,N,0.057604999,2308.973613
2022-12-31,fmbfx743cn3052,6949323179ezfh44,MORTGAGE,Performing,Retail,69963.20465,0.0,69963.20465,71362.10564,68135.14687,0.0021163,0.012417275,44.9952041,5.0,Y,N,N,0.005508288,393.0829961
2022-12-31,ozrnc491lu8270,6716646073hmqk43,CREDIT_CARD,Performing,Retail,261.1538469,4543.443036,4804.596883,2948.951959,0.0,0.0208416,0.3092,44.9952041,1.0,N,Y,N,0.217071355,640.1329987
2022-12-31,syqjm776dp9400,4413071072ewgi73,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,35.5605444
2022-12-31,kuduv805kd7690,4922356890zvzt62,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,35.5605444
2022-12-31,zbyll466hp4829,1470488438hnyj72,MORTGAGE,Performing,Retail,90909.63339,0.0,90909.63339,92725.40574,52998.72812,0.00121,0.17822837,44.9952041,5.0,Y,N,N,0.05192474,4814.74261
2022-12-31,fjvha466jn8402,3021693985dkwh51,MORTGAGE,Performing,Retail,49115.30827,0.0,49115.30827,50096.907,50096.907,0.0028171,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,fvbgd161oy8040,8881416855ikgu71,MORTGAGE,Performing,Retail,59285.73432,0.0,59285.73432,60470.02819,43602.70515,0.0056956,0.076596077,44.9952041,5.0,Y,N,N,0.069338565,4192.904952
2022-12-31,rssrc865mu2983,6414020062revo23,MORTGAGE,Performing,Retail,128546.4482,0.0,128546.4482,131112.0911,81218.76022,0.1400142,0.158304436,44.9952041,5.0,Y,N,N,0.860618412,112837.4797
2022-12-31,wyjve491me8743,3203820723elln19,MORTGAGE,Performing,Retail,48375.52079,0.0,48375.52079,49336.98215,31712.79843,0.0341408,0.098092762,44.9952041,5.0,Y,N,N,0.278566742,13743.64238
